ipc_date,analysis_period,county,max_ipc_phase,phase_3_plus_population,total_population,phase_3_plus_percentage,rainfall_date,mean_rainfall_mm,rainfall_3_month_total,rainfall_6_month_total,rainfall_3_month_avg,rainfall_6_month_avg,date,mean_ndvi,ndvi_1_month_mean,ndvi_3_month_mean,ndvi_6_month_mean,ndvi_anomaly
2019-07-01,Jul 2019,Makueni,3,191804,959022,0.2,2019-06-01,2.44064,44.70023775100708,58.1629695892334,14.900079250335692,9.693828264872232,2019-06-01,0.4219743569045712,0.4219743569045712,0.4188504329246541,0.4487165000318244,-0.0381980945764977
2019-07-01,Jul 2019,Mandera,4,248891,711117,0.35,2019-06-01,0.9861694,58.02477031946182,66.79213154315948,19.34159010648728,11.132021923859917,2019-06-01,0.2211449968201739,0.2211449968201739,0.2710532954649562,0.2675926929679225,-0.0870826263060022
2019-07-01,Jul 2019,Marsabit,4,110578,315936,0.35,2019-06-01,3.5487874,58.880969285964966,81.23758554458618,19.626989761988323,13.539597590764364,2019-06-01,0.1784048968192423,0.1784048968192423,0.1853337829178755,0.1815353117761251,-0.0350012093543563
2019-07-01,Jul 2019,Meru,3,155196,775982,0.2,2019-06-01,11.755141,121.0159101486206,166.22421741485596,40.33863671620687,27.70403623580933,2019-06-01,0.4646797008074038,0.4646797008074038,0.5042800027470701,0.5092961154448924,-0.0666153675735179
2019-07-01,Jul 2019,Narok,2,0,1077719,0.0,2019-06-01,55.062008,171.36543655395508,225.57084274291992,57.121812184651695,37.59514045715332,2019-06-01,0.612662845778438,0.612662845778438,0.5394344343946557,0.5234354732549813,0.0048965954515934
2019-07-01,Jul 2019,Nyeri,3,8791,175812,0.05,2019-06-01,51.85834,234.15468215942383,295.9111852645874,78.05156071980794,49.31853087743124,2019-06-01,0.688366781984847,0.688366781984847,0.6772861350273479,0.6653951716628295,-0.0055764491782597
2019-07-01,Jul 2019,Samburu,3,70945,283780,0.25,2019-06-01,16.293228,75.21494579315186,101.10285663604736,25.071648597717285,16.850476106007893,2019-06-01,0.3716335543533505,0.3716335543533505,0.3460903091325619,0.3225395753633377,0.0032005058904922
2019-07-01,Jul 2019,Taita Taveta,3,35817,358173,0.1,2019-06-01,10.589455,105.80095291137695,141.02912712097168,35.26698430379232,23.504854520161945,2019-06-01,0.3593348785241958,0.3593348785241958,0.3691601154322681,0.3572031374755291,0.0023865799975782
2019-07-01,Jul 2019,Tana River,4,90914,303047,0.3,2019-06-01,7.7620854,40.5132269859314,56.832576513290405,13.504408995310463,9.4720960855484,2019-06-01,0.2355997538841444,0.2355997538841444,0.2537435563688224,0.2599950756254534,-0.0446107717832585
2019-07-01,Jul 2019,Tharaka Nithi,3,79223,396115,0.2,2019-06-01,5.6455364,103.107271194458,131.47455215454102,34.36909039815267,21.912425359090168,2019-06-01,0.3718218961270487,0.3718218961270487,0.4195648187670185,0.4031672749243065,-0.0801415180347437
2019-07-01,Jul 2019,Turkana,4,379278,1083653,0.35,2019-06-01,20.90213,54.85788583755493,75.43404471874237,18.285961945851643,12.572340786457062,2019-06-01,0.2817235471029254,0.2817235471029254,0.233092833140331,0.2119314843129252,0.0068962429560607
2019-07-01,Jul 2019,Wajir,4,114725,458900,0.25,2019-06-01,1.038808,66.66820824146271,80.15808165073395,22.222736080487568,13.359680275122324,2019-06-01,0.215382909364348,0.215382909364348,0.2348280734980886,0.2336285235148307,-0.0476803678921174
2019-07-01,Jul 2019,West Pokot,3,64942,649418,0.1,2019-06-01,58.4104,126.0765151977539,157.7164740562439,42.02550506591797,26.28607900937398,2019-06-01,0.5890028240342242,0.5890028240342242,0.498774491239872,0.4375522623781308,0.0252660149870127
2020-02-01,Feb 2020,Baringo,3,33339,666783,0.05,2020-01-01,20.164928,130.41234588623047,296.07316970825195,43.47078196207682,49.34552828470866,2020-01-01,0.5633973400045097,0.5633973400045097,0.6055779154510484,0.5850731454250568,0.108866813895688
2020-02-01,Feb 2020,Embu,2,0,272357,0.0,2020-01-01,33.925316,292.22276306152344,456.5557904243469,97.40758768717448,76.09263173739116,2020-01-01,0.7904041953849305,0.7904041953849305,0.792729948905961,0.7327445283198797,0.0216067662053081
