date,year,month,county,mean_rainfall_mm,source_file,rainfall_3_month_total,rainfall_6_month_total,rainfall_3_month_avg,rainfall_6_month_avg
2019-01-01,2019,1,Kwale,11.345544,chirps-v2.0.2019.01.tif,11.34554386138916,11.34554386138916,11.34554386138916,11.34554386138916
2019-02-01,2019,2,Kwale,7.3688207,chirps-v2.0.2019.02.tif,18.714364528656006,18.714364528656006,9.357182264328003,9.357182264328003
2019-03-01,2019,3,Kwale,9.310245,chirps-v2.0.2019.03.tif,28.024609088897705,28.024609088897705,9.341536362965902,9.341536362965902
2019-04-01,2019,4,Kwale,32.651386,chirps-v2.0.2019.04.tif,49.33045148849487,60.67599534988403,16.44348382949829,15.168998837471008
2019-05-01,2019,5,Kwale,161.6905,chirps-v2.0.2019.05.tif,203.65213680267334,222.36650133132935,67.88404560089111,44.473300266265866
2019-06-01,2019,6,Kwale,27.190882,chirps-v2.0.2019.06.tif,221.53277397155762,249.55738306045532,73.84425799051921,41.592897176742554
2019-07-01,2019,7,Kwale,32.33443,chirps-v2.0.2019.07.tif,221.21581840515137,270.54626989364624,73.73860613505046,45.091044982274376
2019-08-01,2019,8,Kwale,35.643642,chirps-v2.0.2019.08.tif,95.16895484924316,298.8210916519165,31.722984949747723,49.80351527531942
2019-09-01,2019,9,Kwale,43.315605,chirps-v2.0.2019.09.tif,111.2936782836914,332.826452255249,37.09789276123047,55.47107537587484
2019-10-01,2019,10,Kwale,195.32747,chirps-v2.0.2019.10.tif,274.28671646118164,495.502534866333,91.42890548706055,82.5837558110555
2019-11-01,2019,11,Kwale,76.306465,chirps-v2.0.2019.11.tif,314.9495391845703,410.1184940338135,104.98317972819011,68.35308233896892
2019-12-01,2019,12,Kwale,86.515656,chirps-v2.0.2019.12.tif,358.1495895385742,469.4432678222656,119.38319651285808,78.24054463704427
2020-01-01,2020,1,Kwale,40.58203,chirps-v2.0.2020.01.tif,203.4041519165039,477.69086837768555,67.80138397216797,79.61514472961426
2020-02-01,2020,2,Kwale,9.478705,chirps-v2.0.2020.02.tif,136.5763921737671,451.5259313583374,45.52546405792236,75.25432189305623
2020-03-01,2020,3,Kwale,57.09212,chirps-v2.0.2020.03.tif,107.15285778045654,465.30244731903076,35.71761926015218,77.55040788650513
2020-04-01,2020,4,Kwale,212.5315,chirps-v2.0.2020.04.tif,279.10232067108154,482.50647258758545,93.03410689036052,80.41774543126424
2020-05-01,2020,5,Kwale,73.57016,chirps-v2.0.2020.05.tif,343.19377517700195,479.77016735076904,114.39792505900066,79.9616945584615
2020-06-01,2020,6,Kwale,46.051914,chirps-v2.0.2020.06.tif,332.15356826782227,439.3064260482788,110.7178560892741,73.21773767471313
2020-07-01,2020,7,Kwale,40.178917,chirps-v2.0.2020.07.tif,159.8009910583496,438.90331172943115,53.26699701944987,73.1505519549052
2020-08-01,2020,8,Kwale,23.12078,chirps-v2.0.2020.08.tif,109.35161209106445,452.5453872680664,36.45053736368815,75.4242312113444
2020-09-01,2020,9,Kwale,33.93252,chirps-v2.0.2020.09.tif,97.23221969604492,429.3857879638672,32.41073989868164,71.56429799397786
2020-10-01,2020,10,Kwale,27.30816,chirps-v2.0.2020.10.tif,84.36146354675293,244.16245460510254,28.120487848917644,40.693742434183754
2020-11-01,2020,11,Kwale,93.848564,chirps-v2.0.2020.11.tif,155.08924674987793,264.4408588409424,51.69641558329264,44.073476473490395
2020-12-01,2020,12,Kwale,41.44131,chirps-v2.0.2020.12.tif,162.59803581237793,259.83025550842285,54.19934527079264,43.305042584737144
2021-01-01,2021,1,Kwale,20.544456,chirps-v2.0.2021.01.tif,155.83433151245117,240.1957950592041,51.944777170817055,40.03263250986735
2021-02-01,2021,2,Kwale,10.120822,chirps-v2.0.2021.02.tif,72.10658931732178,227.1958360671997,24.035529772440594,37.865972677866615
2021-03-01,2021,3,Kwale,12.207089,chirps-v2.0.2021.03.tif,42.87236785888672,205.47040367126465,14.290789286295572,34.245067278544106
2021-04-01,2021,4,Kwale,49.44364,chirps-v2.0.2021.04.tif,71.77155303955078,227.60588455200195,23.923851013183594,37.93431409200033
2021-05-01,2021,5,Kwale,77.26655,chirps-v2.0.2021.05.tif,138.91727924346924,211.02386856079102,46.30575974782308,35.170644760131836
2021-06-01,2021,6,Kwale,25.873672,chirps-v2.0.2021.06.tif,152.5838623046875,195.45623016357422,50.861287434895836,32.5760383605957
2021-07-01,2021,7,Kwale,33.10277,chirps-v2.0.2021.07.tif,136.24299240112305,208.01454544067383,45.41433080037435,34.66909090677897
2021-08-01,2021,8,Kwale,24.326674,chirps-v2.0.2021.08.tif,83.3031177520752,222.22039699554443,27.7677059173584,37.03673283259074
2021-09-01,2021,9,Kwale,24.923767,chirps-v2.0.2021.09.tif,82.35321235656738,234.93707466125488,27.45107078552246,39.156179110209145
2021-10-01,2021,10,Kwale,26.853964,chirps-v2.0.2021.10.tif,76.10440444946289,212.34739685058594,25.36813481648763,35.39123280843099
2021-11-01,2021,11,Kwale,24.482088,chirps-v2.0.2021.11.tif,76.25981903076172,159.5629367828369,25.419939676920574,26.593822797139484
2021-12-01,2021,12,Kwale,82.83637,chirps-v2.0.2021.12.tif,134.17242431640625,216.52563667297363,44.724141438802086,36.08760611216227
2022-01-01,2022,1,Kwale,10.014473,chirps-v2.0.2022.01.tif,117.33293342590332,193.4373378753662,39.11097780863444,32.239556312561035
2022-02-01,2022,2,Kwale,8.969635,chirps-v2.0.2022.02.tif,101.82048034667969,178.0802993774414,33.9401601155599,29.680049896240234
2022-03-01,2022,3,Kwale,13.366657,chirps-v2.0.2022.03.tif,32.350765228271484,166.52318954467773,10.783588409423828,27.753864924112957
2022-04-01,2022,4,Kwale,69.33937,chirps-v2.0.2022.04.tif,91.67566299438477,209.0085964202881,30.55855433146159,34.83476607004801
2022-05-01,2022,5,Kwale,61.504803,chirps-v2.0.2022.05.tif,144.21083068847656,246.03131103515625,48.07027689615885,41.005218505859375
2022-06-01,2022,6,Kwale,35.696507,chirps-v2.0.2022.06.tif,166.54067993164062,198.8914451599121,55.51355997721354,33.14857419331869
2022-07-01,2022,7,Kwale,60.70294,chirps-v2.0.2022.07.tif,157.9042510986328,249.57991409301758,52.63475036621094,41.596652348836265
2022-08-01,2022,8,Kwale,22.20444,chirps-v2.0.2022.08.tif,118.6038875579834,262.81471824645996,39.53462918599447,43.80245304107666
2022-09-01,2022,9,Kwale,23.368652,chirps-v2.0.2022.09.tif,106.27603340148926,272.8167133331299,35.425344467163086,45.469452222188316
2022-10-01,2022,10,Kwale,21.23072,chirps-v2.0.2022.10.tif,66.80381202697754,224.70806312561035,22.267937342325848,37.451343854268394
2022-11-01,2022,11,Kwale,60.11417,chirps-v2.0.2022.11.tif,104.71354293823242,223.31743049621582,34.90451431274414,37.2195717493693
2022-12-01,2022,12,Kwale,30.516464,chirps-v2.0.2022.12.tif,111.86135482788086,218.13738822937012,37.28711827596029,36.356231371561684
2023-01-01,2023,1,Kwale,10.394096,chirps-v2.0.2023.01.tif,101.02473068237305,167.8285427093506,33.67491022745768,27.971423784891766
2023-02-01,2023,2,Kwale,3.4795146,chirps-v2.0.2023.02.tif,44.39007520675659,149.103618144989,14.796691735585531,24.850603024164837
2023-03-01,2023,3,Kwale,24.075392,chirps-v2.0.2023.03.tif,37.949002742767334,149.8103575706482,12.649667580922445,24.968392928441364
2023-04-01,2023,4,Kwale,150.72906,chirps-v2.0.2023.04.tif,178.28397130966187,279.3087019920349,59.427990436553955,46.55145033200582
2023-05-01,2023,5,Kwale,53.655884,chirps-v2.0.2023.05.tif,228.46034049987793,272.8504157066345,76.15344683329265,45.47506928443909
2023-06-01,2023,6,Kwale,31.671862,chirps-v2.0.2023.06.tif,236.05681037902832,274.00581312179565,78.6856034596761,45.66763552029928
2023-07-01,2023,7,Kwale,46.310493,chirps-v2.0.2023.07.tif,131.63823890686035,309.9222102165222,43.87941296895345,51.6537017027537
