month,national_beans_price_per_kg,national_maize_price_per_kg,national_rice_price_per_kg,national_staple_price_per_kg,national_maize_price_per_kg_3_month_avg,national_maize_price_per_kg_6_month_avg,national_beans_price_per_kg_3_month_avg,national_beans_price_per_kg_6_month_avg,national_rice_price_per_kg_3_month_avg,national_rice_price_per_kg_6_month_avg,national_staple_price_per_kg_3_month_avg,national_staple_price_per_kg_6_month_avg
2009-04-01,59.400333333333336,32.21136752136752,,45.80585042735043,31.759179487179484,30.594716761633425,58.24425925925926,57.16064814814815,,,45.00171937321937,43.87768245489079
2009-05-01,59.025333333333336,33.70649572649573,,46.365914529914534,32.668324786324796,31.285842117758786,58.4694074074074,57.681481481481484,,,45.568866096866095,44.48366179962014
2009-06-01,53.01255555555556,33.664722222222224,,43.338638888888894,33.194195156695166,32.03027884615385,57.14607407407408,57.33537037037038,,,45.17013461538462,44.68282460826211
2009-07-01,52.07488888888889,33.66092592592593,,42.867907407407415,33.67738129154797,32.71828038936372,54.70425925925926,56.47425925925926,,,44.19082027540361,44.59626982431149
2009-08-01,51.970333333333336,33.42812962962963,,42.69923148148148,33.5845925925926,33.126458689458694,52.3525925925926,55.411,,,42.96859259259259,44.268729344729344
2009-09-01,57.67033333333334,31.444529914529916,,44.55743162393163,32.844528490028495,33.01936182336183,53.90518518518519,55.525629629629634,,,43.37485683760684,44.27249572649573
2009-10-01,56.51716049382716,31.48848484848485,,44.002822671156004,32.120381464214795,32.89888137788138,55.38594238683128,55.04510082304527,,,43.75316192552304,43.97199110046333
2009-11-01,57.394197530864204,30.315092592592592,,43.8546450617284,31.08270245186912,32.333647522230855,57.193897119341564,54.773244855967086,,,44.13829978560534,43.55344618909897
2009-12-01,56.52766666666666,30.355462962962964,,43.44156481481481,30.719680134680136,31.78210431235431,56.81300823045268,55.35909670781893,,,43.7663441825664,43.57060051008662
2010-01-01,54.20166666666667,30.439694444444445,,42.320680555555555,30.370083333333337,31.245232398774068,56.041176954732514,55.7135596707819,,,43.20563014403292,43.47939603477798
2010-02-01,51.693444444444445,27.901794871794873,,39.79761965811966,29.565650759734098,30.324176605801608,54.14092592592593,55.66741152263375,,,41.853288342830005,42.99579406421768
2010-03-01,53.305588888888884,26.16351851851852,,39.7345537037037,28.168335944919278,29.4440080397997,53.0669,54.939954115226335,,,40.61761797245964,42.19198107751302
