date,year,month,county,mean_rainfall_mm,source_file
2020-03-01,2020,3,Tana River,38.016743,chirps-v2.0.2020.03.tif
2020-03-01,2020,3,Tharaka Nithi,48.95117,chirps-v2.0.2020.03.tif
2020-03-01,2020,3,Turkana,58.686592,chirps-v2.0.2020.03.tif
2020-03-01,2020,3,Wajir,34.82421,chirps-v2.0.2020.03.tif
2020-03-01,2020,3,West Pokot,83.59664,chirps-v2.0.2020.03.tif
2020-04-01,2020,4,Baringo,101.12289,chirps-v2.0.2020.04.tif
2020-04-01,2020,4,Embu,186.62999,chirps-v2.0.2020.04.tif
2020-04-01,2020,4,Garissa,68.15662,chirps-v2.0.2020.04.tif
2020-04-01,2020,4,Isiolo,68.572266,chirps-v2.0.2020.04.tif
2020-04-01,2020,4,Kajiado,92.599396,chirps-v2.0.2020.04.tif
2020-04-01,2020,4,Kilifi,151.15146,chirps-v2.0.2020.04.tif
2020-04-01,2020,4,Kitui,105.08227,chirps-v2.0.2020.04.tif
2020-04-01,2020,4,Kwale,212.5315,chirps-v2.0.2020.04.tif
2020-04-01,2020,4,Laikipia,132.86456,chirps-v2.0.2020.04.tif
2020-04-01,2020,4,Lamu,96.88984,chirps-v2.0.2020.04.tif
2020-04-01,2020,4,Makueni,61.638622,chirps-v2.0.2020.04.tif
2020-04-01,2020,4,Mandera,89.43723,chirps-v2.0.2020.04.tif
2020-04-01,2020,4,Marsabit,93.658295,chirps-v2.0.2020.04.tif
2020-04-01,2020,4,Meru,226.55688,chirps-v2.0.2020.04.tif
2020-04-01,2020,4,Narok,136.94702,chirps-v2.0.2020.04.tif
2020-04-01,2020,4,Nyeri,267.5824,chirps-v2.0.2020.04.tif
2020-04-01,2020,4,Samburu,110.24841,chirps-v2.0.2020.04.tif
2020-04-01,2020,4,Taita Taveta,94.10851,chirps-v2.0.2020.04.tif
2020-04-01,2020,4,Tana River,47.973618,chirps-v2.0.2020.04.tif
2020-04-01,2020,4,Tharaka Nithi,199.69574,chirps-v2.0.2020.04.tif
2020-04-01,2020,4,Turkana,41.477272,chirps-v2.0.2020.04.tif
2020-04-01,2020,4,Wajir,155.70515,chirps-v2.0.2020.04.tif
2020-04-01,2020,4,West Pokot,87.67344,chirps-v2.0.2020.04.tif
2020-05-01,2020,5,Baringo,61.339813,chirps-v2.0.2020.05.tif
2020-05-01,2020,5,Embu,55.805195,chirps-v2.0.2020.05.tif
2020-05-01,2020,5,Garissa,18.769821,chirps-v2.0.2020.05.tif
2020-05-01,2020,5,Isiolo,3.5042925,chirps-v2.0.2020.05.tif
2020-05-01,2020,5,Kajiado,15.219829,chirps-v2.0.2020.05.tif
2020-05-01,2020,5,Kilifi,67.32265,chirps-v2.0.2020.05.tif
2020-05-01,2020,5,Kitui,11.377108,chirps-v2.0.2020.05.tif
2020-05-01,2020,5,Kwale,73.57016,chirps-v2.0.2020.05.tif
2020-05-01,2020,5,Laikipia,60.292587,chirps-v2.0.2020.05.tif
2020-05-01,2020,5,Lamu,90.73933,chirps-v2.0.2020.05.tif
2020-05-01,2020,5,Makueni,6.8081875,chirps-v2.0.2020.05.tif
2020-05-01,2020,5,Mandera,9.706363,chirps-v2.0.2020.05.tif
2020-05-01,2020,5,Marsabit,13.950958,chirps-v2.0.2020.05.tif
2020-05-01,2020,5,Meru,46.03761,chirps-v2.0.2020.05.tif
2020-05-01,2020,5,Narok,47.748596,chirps-v2.0.2020.05.tif
2020-05-01,2020,5,Nyeri,116.06726,chirps-v2.0.2020.05.tif
2020-05-01,2020,5,Samburu,24.579191,chirps-v2.0.2020.05.tif
2020-05-01,2020,5,Taita Taveta,12.200315,chirps-v2.0.2020.05.tif
2020-05-01,2020,5,Tana River,9.015659,chirps-v2.0.2020.05.tif
2020-05-01,2020,5,Tharaka Nithi,44.463223,chirps-v2.0.2020.05.tif
2020-05-01,2020,5,Turkana,15.013758,chirps-v2.0.2020.05.tif
2020-05-01,2020,5,Wajir,7.91604,chirps-v2.0.2020.05.tif
2020-05-01,2020,5,West Pokot,51.734188,chirps-v2.0.2020.05.tif
2020-06-01,2020,6,Baringo,78.555305,chirps-v2.0.2020.06.tif
2020-06-01,2020,6,Embu,9.065764,chirps-v2.0.2020.06.tif
2020-06-01,2020,6,Garissa,8.4169035,chirps-v2.0.2020.06.tif
2020-06-01,2020,6,Isiolo,0.9979426,chirps-v2.0.2020.06.tif
2020-06-01,2020,6,Kajiado,4.085971,chirps-v2.0.2020.06.tif
2020-06-01,2020,6,Kilifi,52.87699,chirps-v2.0.2020.06.tif
2020-06-01,2020,6,Kitui,3.1702912,chirps-v2.0.2020.06.tif
2020-06-01,2020,6,Kwale,46.051914,chirps-v2.0.2020.06.tif
2020-06-01,2020,6,Laikipia,50.862263,chirps-v2.0.2020.06.tif
2020-06-01,2020,6,Lamu,39.06479,chirps-v2.0.2020.06.tif
2020-06-01,2020,6,Makueni,2.7190506,chirps-v2.0.2020.06.tif
2020-06-01,2020,6,Mandera,1.1992064,chirps-v2.0.2020.06.tif
2020-06-01,2020,6,Marsabit,3.0289757,chirps-v2.0.2020.06.tif
2020-06-01,2020,6,Meru,10.590222,chirps-v2.0.2020.06.tif
2020-06-01,2020,6,Narok,37.3481,chirps-v2.0.2020.06.tif
2020-06-01,2020,6,Nyeri,54.517487,chirps-v2.0.2020.06.tif
2020-06-01,2020,6,Samburu,18.391731,chirps-v2.0.2020.06.tif
2020-06-01,2020,6,Taita Taveta,11.108058,chirps-v2.0.2020.06.tif
2020-06-01,2020,6,Tana River,8.12633,chirps-v2.0.2020.06.tif
2020-06-01,2020,6,Tharaka Nithi,6.1359534,chirps-v2.0.2020.06.tif
2020-06-01,2020,6,Turkana,21.01706,chirps-v2.0.2020.06.tif
2020-06-01,2020,6,Wajir,1.1548549,chirps-v2.0.2020.06.tif
2020-06-01,2020,6,West Pokot,62.858288,chirps-v2.0.2020.06.tif
2020-07-01,2020,7,Baringo,100.25511,chirps-v2.0.2020.07.tif
2020-07-01,2020,7,Embu,8.877775,chirps-v2.0.2020.07.tif
2020-07-01,2020,7,Garissa,23.750137,chirps-v2.0.2020.07.tif
2020-07-01,2020,7,Isiolo,0.7762971,chirps-v2.0.2020.07.tif
2020-07-01,2020,7,Kajiado,1.2856907,chirps-v2.0.2020.07.tif
2020-07-01,2020,7,Kilifi,50.907055,chirps-v2.0.2020.07.tif
2020-07-01,2020,7,Kitui,9.123494,chirps-v2.0.2020.07.tif
2020-07-01,2020,7,Kwale,40.178917,chirps-v2.0.2020.07.tif
2020-07-01,2020,7,Laikipia,37.527737,chirps-v2.0.2020.07.tif
2020-07-01,2020,7,Lamu,39.84865,chirps-v2.0.2020.07.tif
2020-07-01,2020,7,Makueni,3.4799373,chirps-v2.0.2020.07.tif
2020-07-01,2020,7,Mandera,4.651261,chirps-v2.0.2020.07.tif
2020-07-01,2020,7,Marsabit,5.742441,chirps-v2.0.2020.07.tif
2020-07-01,2020,7,Meru,9.212425,chirps-v2.0.2020.07.tif
2020-07-01,2020,7,Narok,16.751587,chirps-v2.0.2020.07.tif
2020-07-01,2020,7,Nyeri,23.236055,chirps-v2.0.2020.07.tif
2020-07-01,2020,7,Samburu,10.768847,chirps-v2.0.2020.07.tif
2020-07-01,2020,7,Taita Taveta,9.755329,chirps-v2.0.2020.07.tif
2020-07-01,2020,7,Tana River,15.70364,chirps-v2.0.2020.07.tif
2020-07-01,2020,7,Tharaka Nithi,7.1125865,chirps-v2.0.2020.07.tif
2020-07-01,2020,7,Turkana,15.615658,chirps-v2.0.2020.07.tif
2020-07-01,2020,7,Wajir,4.33127,chirps-v2.0.2020.07.tif
2020-07-01,2020,7,West Pokot,75.69405,chirps-v2.0.2020.07.tif
2020-08-01,2020,8,Baringo,93.294495,chirps-v2.0.2020.08.tif
2020-08-01,2020,8,Embu,10.241004,chirps-v2.0.2020.08.tif
2020-08-01,2020,8,Garissa,3.4788816,chirps-v2.0.2020.08.tif
2020-08-01,2020,8,Isiolo,0.79083717,chirps-v2.0.2020.08.tif
2020-08-01,2020,8,Kajiado,1.3579198,chirps-v2.0.2020.08.tif
2020-08-01,2020,8,Kilifi,17.64779,chirps-v2.0.2020.08.tif
2020-08-01,2020,8,Kitui,5.319627,chirps-v2.0.2020.08.tif
2020-08-01,2020,8,Kwale,23.12078,chirps-v2.0.2020.08.tif
2020-08-01,2020,8,Laikipia,64.13915,chirps-v2.0.2020.08.tif
2020-08-01,2020,8,Lamu,12.258868,chirps-v2.0.2020.08.tif
2020-08-01,2020,8,Makueni,2.3408654,chirps-v2.0.2020.08.tif
2020-08-01,2020,8,Mandera,2.1411958,chirps-v2.0.2020.08.tif
2020-08-01,2020,8,Marsabit,3.3396168,chirps-v2.0.2020.08.tif
2020-08-01,2020,8,Meru,13.691871,chirps-v2.0.2020.08.tif
2020-08-01,2020,8,Narok,26.780462,chirps-v2.0.2020.08.tif
2020-08-01,2020,8,Nyeri,38.150154,chirps-v2.0.2020.08.tif
2020-08-01,2020,8,Samburu,19.330158,chirps-v2.0.2020.08.tif
2020-08-01,2020,8,Taita Taveta,8.944944,chirps-v2.0.2020.08.tif
2020-08-01,2020,8,Tana River,5.290832,chirps-v2.0.2020.08.tif
2020-08-01,2020,8,Tharaka Nithi,7.5443,chirps-v2.0.2020.08.tif
2020-08-01,2020,8,Turkana,20.774311,chirps-v2.0.2020.08.tif
2020-08-01,2020,8,Wajir,1.5557095,chirps-v2.0.2020.08.tif
2020-08-01,2020,8,West Pokot,86.5999,chirps-v2.0.2020.08.tif
2020-09-01,2020,9,Baringo,44.079227,chirps-v2.0.2020.09.tif
2020-09-01,2020,9,Embu,9.026124,chirps-v2.0.2020.09.tif
2020-09-01,2020,9,Garissa,4.5355854,chirps-v2.0.2020.09.tif
2020-09-01,2020,9,Isiolo,0.57978755,chirps-v2.0.2020.09.tif
2020-09-01,2020,9,Kajiado,2.5113232,chirps-v2.0.2020.09.tif
2020-09-01,2020,9,Kilifi,23.598879,chirps-v2.0.2020.09.tif
2020-09-01,2020,9,Kitui,4.5341525,chirps-v2.0.2020.09.tif
2020-09-01,2020,9,Kwale,33.93252,chirps-v2.0.2020.09.tif
2020-09-01,2020,9,Laikipia,23.849445,chirps-v2.0.2020.09.tif
2020-09-01,2020,9,Lamu,9.615204,chirps-v2.0.2020.09.tif
2020-09-01,2020,9,Makueni,2.4590425,chirps-v2.0.2020.09.tif
2020-09-01,2020,9,Mandera,1.2136499,chirps-v2.0.2020.09.tif
2020-09-01,2020,9,Marsabit,2.535697,chirps-v2.0.2020.09.tif
2020-09-01,2020,9,Meru,10.975648,chirps-v2.0.2020.09.tif
2020-09-01,2020,9,Narok,33.64868,chirps-v2.0.2020.09.tif
2020-09-01,2020,9,Nyeri,34.989246,chirps-v2.0.2020.09.tif
2020-09-01,2020,9,Samburu,5.5538454,chirps-v2.0.2020.09.tif
2020-09-01,2020,9,Taita Taveta,13.821235,chirps-v2.0.2020.09.tif
2020-09-01,2020,9,Tana River,7.4970846,chirps-v2.0.2020.09.tif
2020-09-01,2020,9,Tharaka Nithi,5.8705387,chirps-v2.0.2020.09.tif
2020-09-01,2020,9,Turkana,9.677579,chirps-v2.0.2020.09.tif
2020-09-01,2020,9,Wajir,2.372312,chirps-v2.0.2020.09.tif
2020-09-01,2020,9,West Pokot,44.6632,chirps-v2.0.2020.09.tif
2020-10-01,2020,10,Baringo,45.281048,chirps-v2.0.2020.10.tif
2020-10-01,2020,10,Embu,28.539728,chirps-v2.0.2020.10.tif
2020-10-01,2020,10,Garissa,12.45604,chirps-v2.0.2020.10.tif
2020-10-01,2020,10,Isiolo,14.96555,chirps-v2.0.2020.10.tif
2020-10-01,2020,10,Kajiado,6.772906,chirps-v2.0.2020.10.tif
2020-10-01,2020,10,Kilifi,17.587809,chirps-v2.0.2020.10.tif
2020-10-01,2020,10,Kitui,13.063625,chirps-v2.0.2020.10.tif
2020-10-01,2020,10,Kwale,27.30816,chirps-v2.0.2020.10.tif
2020-10-01,2020,10,Laikipia,39.21357,chirps-v2.0.2020.10.tif
2020-10-01,2020,10,Lamu,11.786131,chirps-v2.0.2020.10.tif
2020-10-01,2020,10,Makueni,5.9826894,chirps-v2.0.2020.10.tif
2020-10-01,2020,10,Mandera,19.398743,chirps-v2.0.2020.10.tif
2020-10-01,2020,10,Marsabit,29.619272,chirps-v2.0.2020.10.tif
2020-10-01,2020,10,Meru,50.09238,chirps-v2.0.2020.10.tif
2020-10-01,2020,10,Narok,43.710148,chirps-v2.0.2020.10.tif
2020-10-01,2020,10,Nyeri,79.91876,chirps-v2.0.2020.10.tif
2020-10-01,2020,10,Samburu,29.392895,chirps-v2.0.2020.10.tif
2020-10-01,2020,10,Taita Taveta,11.704005,chirps-v2.0.2020.10.tif
2020-10-01,2020,10,Tana River,7.5440693,chirps-v2.0.2020.10.tif
2020-10-01,2020,10,Tharaka Nithi,27.646679,chirps-v2.0.2020.10.tif
2020-10-01,2020,10,Turkana,18.004187,chirps-v2.0.2020.10.tif
2020-10-01,2020,10,Wajir,17.411161,chirps-v2.0.2020.10.tif
2020-10-01,2020,10,West Pokot,70.18961,chirps-v2.0.2020.10.tif
2020-11-01,2020,11,Baringo,49.60263,chirps-v2.0.2020.11.tif
2020-11-01,2020,11,Embu,81.81615,chirps-v2.0.2020.11.tif
2020-11-01,2020,11,Garissa,28.460913,chirps-v2.0.2020.11.tif
2020-11-01,2020,11,Isiolo,13.858993,chirps-v2.0.2020.11.tif
2020-11-01,2020,11,Kajiado,45.61269,chirps-v2.0.2020.11.tif
2020-11-01,2020,11,Kilifi,95.09198,chirps-v2.0.2020.11.tif
2020-11-01,2020,11,Kitui,94.71386,chirps-v2.0.2020.11.tif
2020-11-01,2020,11,Kwale,93.848564,chirps-v2.0.2020.11.tif
2020-11-01,2020,11,Laikipia,37.798374,chirps-v2.0.2020.11.tif
2020-11-01,2020,11,Lamu,30.67061,chirps-v2.0.2020.11.tif
2020-11-01,2020,11,Makueni,62.23242,chirps-v2.0.2020.11.tif
2020-11-01,2020,11,Mandera,17.208916,chirps-v2.0.2020.11.tif
2020-11-01,2020,11,Marsabit,14.631334,chirps-v2.0.2020.11.tif
2020-11-01,2020,11,Meru,88.80065,chirps-v2.0.2020.11.tif
2020-11-01,2020,11,Narok,85.02579,chirps-v2.0.2020.11.tif
2020-11-01,2020,11,Nyeri,82.23021,chirps-v2.0.2020.11.tif
2020-11-01,2020,11,Samburu,25.151485,chirps-v2.0.2020.11.tif
2020-11-01,2020,11,Taita Taveta,85.21354,chirps-v2.0.2020.11.tif
2020-11-01,2020,11,Tana River,38.95445,chirps-v2.0.2020.11.tif
2020-11-01,2020,11,Tharaka Nithi,75.61696,chirps-v2.0.2020.11.tif
2020-11-01,2020,11,Turkana,10.105571,chirps-v2.0.2020.11.tif
2020-11-01,2020,11,Wajir,28.499714,chirps-v2.0.2020.11.tif
2020-11-01,2020,11,West Pokot,39.040405,chirps-v2.0.2020.11.tif
2020-12-01,2020,12,Baringo,7.767128,chirps-v2.0.2020.12.tif
2020-12-01,2020,12,Embu,24.816837,chirps-v2.0.2020.12.tif
2020-12-01,2020,12,Garissa,13.692744,chirps-v2.0.2020.12.tif
2020-12-01,2020,12,Isiolo,12.28435,chirps-v2.0.2020.12.tif
2020-12-01,2020,12,Kajiado,26.549051,chirps-v2.0.2020.12.tif
2020-12-01,2020,12,Kilifi,33.41319,chirps-v2.0.2020.12.tif
2020-12-01,2020,12,Kitui,50.014824,chirps-v2.0.2020.12.tif
2020-12-01,2020,12,Kwale,41.44131,chirps-v2.0.2020.12.tif
2020-12-01,2020,12,Laikipia,16.714722,chirps-v2.0.2020.12.tif
2020-12-01,2020,12,Lamu,11.138682,chirps-v2.0.2020.12.tif
2020-12-01,2020,12,Makueni,34.871555,chirps-v2.0.2020.12.tif
2020-12-01,2020,12,Mandera,4.27219,chirps-v2.0.2020.12.tif
2020-12-01,2020,12,Marsabit,18.767464,chirps-v2.0.2020.12.tif
2020-12-01,2020,12,Meru,32.953785,chirps-v2.0.2020.12.tif
2020-12-01,2020,12,Narok,30.642649,chirps-v2.0.2020.12.tif
2020-12-01,2020,12,Nyeri,33.22053,chirps-v2.0.2020.12.tif
2020-12-01,2020,12,Samburu,16.109682,chirps-v2.0.2020.12.tif
2020-12-01,2020,12,Taita Taveta,54.371876,chirps-v2.0.2020.12.tif
2020-12-01,2020,12,Tana River,29.334854,chirps-v2.0.2020.12.tif
2020-12-01,2020,12,Tharaka Nithi,24.71701,chirps-v2.0.2020.12.tif
2020-12-01,2020,12,Turkana,14.157826,chirps-v2.0.2020.12.tif
2020-12-01,2020,12,Wajir,10.928945,chirps-v2.0.2020.12.tif
2020-12-01,2020,12,West Pokot,5.5317507,chirps-v2.0.2020.12.tif
2021-01-01,2021,1,Baringo,16.134064,chirps-v2.0.2021.01.tif
2021-01-01,2021,1,Embu,12.597846,chirps-v2.0.2021.01.tif
2021-01-01,2021,1,Garissa,2.1492,chirps-v2.0.2021.01.tif
2021-01-01,2021,1,Isiolo,3.6857092,chirps-v2.0.2021.01.tif
2021-01-01,2021,1,Kajiado,18.116121,chirps-v2.0.2021.01.tif
2021-01-01,2021,1,Kilifi,7.2916174,chirps-v2.0.2021.01.tif
2021-01-01,2021,1,Kitui,6.6453595,chirps-v2.0.2021.01.tif
2021-01-01,2021,1,Kwale,20.544456,chirps-v2.0.2021.01.tif
2021-01-01,2021,1,Laikipia,20.666714,chirps-v2.0.2021.01.tif
2021-01-01,2021,1,Lamu,2.6676986,chirps-v2.0.2021.01.tif
2021-01-01,2021,1,Makueni,5.782452,chirps-v2.0.2021.01.tif
2021-01-01,2021,1,Mandera,1.0686378,chirps-v2.0.2021.01.tif
2021-01-01,2021,1,Marsabit,3.3086882,chirps-v2.0.2021.01.tif
2021-01-01,2021,1,Meru,18.40076,chirps-v2.0.2021.01.tif
2021-01-01,2021,1,Narok,31.17004,chirps-v2.0.2021.01.tif
2021-01-01,2021,1,Nyeri,48.87947,chirps-v2.0.2021.01.tif
2021-01-01,2021,1,Samburu,7.5118756,chirps-v2.0.2021.01.tif
2021-01-01,2021,1,Taita Taveta,22.95854,chirps-v2.0.2021.01.tif
2021-01-01,2021,1,Tana River,3.566226,chirps-v2.0.2021.01.tif
2021-01-01,2021,1,Tharaka Nithi,10.969319,chirps-v2.0.2021.01.tif
2021-01-01,2021,1,Turkana,2.6523874,chirps-v2.0.2021.01.tif
2021-01-01,2021,1,Wajir,1.8664397,chirps-v2.0.2021.01.tif
2021-01-01,2021,1,West Pokot,8.815003,chirps-v2.0.2021.01.tif
2021-02-01,2021,2,Baringo,12.5346,chirps-v2.0.2021.02.tif
2021-02-01,2021,2,Embu,12.910265,chirps-v2.0.2021.02.tif
2021-02-01,2021,2,Garissa,1.7793281,chirps-v2.0.2021.02.tif
2021-02-01,2021,2,Isiolo,2.9058967,chirps-v2.0.2021.02.tif
2021-02-01,2021,2,Kajiado,21.665518,chirps-v2.0.2021.02.tif
2021-02-01,2021,2,Kilifi,6.344002,chirps-v2.0.2021.02.tif
2021-02-01,2021,2,Kitui,8.922866,chirps-v2.0.2021.02.tif
2021-02-01,2021,2,Kwale,10.120822,chirps-v2.0.2021.02.tif
2021-02-01,2021,2,Laikipia,19.910547,chirps-v2.0.2021.02.tif
2021-02-01,2021,2,Lamu,1.7882936,chirps-v2.0.2021.02.tif
2021-02-01,2021,2,Makueni,11.379264,chirps-v2.0.2021.02.tif
2021-02-01,2021,2,Mandera,2.1633174,chirps-v2.0.2021.02.tif
2021-02-01,2021,2,Marsabit,6.6533933,chirps-v2.0.2021.02.tif
2021-02-01,2021,2,Meru,12.732329,chirps-v2.0.2021.02.tif
2021-02-01,2021,2,Narok,48.179447,chirps-v2.0.2021.02.tif
2021-02-01,2021,2,Nyeri,32.24765,chirps-v2.0.2021.02.tif
2021-02-01,2021,2,Samburu,11.612494,chirps-v2.0.2021.02.tif
2021-02-01,2021,2,Taita Taveta,16.988802,chirps-v2.0.2021.02.tif
2021-02-01,2021,2,Tana River,2.6978316,chirps-v2.0.2021.02.tif
2021-02-01,2021,2,Tharaka Nithi,7.7701,chirps-v2.0.2021.02.tif
2021-02-01,2021,2,Turkana,7.8018575,chirps-v2.0.2021.02.tif
2021-02-01,2021,2,Wajir,2.6028664,chirps-v2.0.2021.02.tif
2021-02-01,2021,2,West Pokot,8.607918,chirps-v2.0.2021.02.tif
2021-03-01,2021,3,Baringo,14.227799,chirps-v2.0.2021.03.tif
2021-03-01,2021,3,Embu,22.738325,chirps-v2.0.2021.03.tif
2021-03-01,2021,3,Garissa,5.8774195,chirps-v2.0.2021.03.tif
2021-03-01,2021,3,Isiolo,6.906756,chirps-v2.0.2021.03.tif
2021-03-01,2021,3,Kajiado,15.734265,chirps-v2.0.2021.03.tif
2021-03-01,2021,3,Kilifi,7.9126115,chirps-v2.0.2021.03.tif
2021-03-01,2021,3,Kitui,11.854792,chirps-v2.0.2021.03.tif
2021-03-01,2021,3,Kwale,12.207089,chirps-v2.0.2021.03.tif
2021-03-01,2021,3,Laikipia,22.261671,chirps-v2.0.2021.03.tif
2021-03-01,2021,3,Lamu,6.6464343,chirps-v2.0.2021.03.tif
2021-03-01,2021,3,Makueni,12.217131,chirps-v2.0.2021.03.tif
2021-03-01,2021,3,Mandera,4.8075695,chirps-v2.0.2021.03.tif
2021-03-01,2021,3,Marsabit,11.90847,chirps-v2.0.2021.03.tif
2021-03-01,2021,3,Meru,24.853806,chirps-v2.0.2021.03.tif
2021-03-01,2021,3,Narok,32.23134,chirps-v2.0.2021.03.tif
2021-03-01,2021,3,Nyeri,41.20904,chirps-v2.0.2021.03.tif
2021-03-01,2021,3,Samburu,16.047169,chirps-v2.0.2021.03.tif
2021-03-01,2021,3,Taita Taveta,11.867211,chirps-v2.0.2021.03.tif
2021-03-01,2021,3,Tana River,6.6043916,chirps-v2.0.2021.03.tif
2021-03-01,2021,3,Tharaka Nithi,18.238506,chirps-v2.0.2021.03.tif
2021-03-01,2021,3,Turkana,10.766258,chirps-v2.0.2021.03.tif
2021-03-01,2021,3,Wajir,6.082024,chirps-v2.0.2021.03.tif
2021-03-01,2021,3,West Pokot,14.863276,chirps-v2.0.2021.03.tif
2021-04-01,2021,4,Baringo,35.313393,chirps-v2.0.2021.04.tif
2021-04-01,2021,4,Embu,92.71814,chirps-v2.0.2021.04.tif
2021-04-01,2021,4,Garissa,25.031385,chirps-v2.0.2021.04.tif
2021-04-01,2021,4,Isiolo,17.009169,chirps-v2.0.2021.04.tif
2021-04-01,2021,4,Kajiado,45.178425,chirps-v2.0.2021.04.tif
2021-04-01,2021,4,Kilifi,36.191334,chirps-v2.0.2021.04.tif
2021-04-01,2021,4,Kitui,64.73788,chirps-v2.0.2021.04.tif
2021-04-01,2021,4,Kwale,49.44364,chirps-v2.0.2021.04.tif
2021-04-01,2021,4,Laikipia,29.773838,chirps-v2.0.2021.04.tif
2021-04-01,2021,4,Lamu,21.504868,chirps-v2.0.2021.04.tif
2021-04-01,2021,4,Makueni,30.351778,chirps-v2.0.2021.04.tif
2021-04-01,2021,4,Mandera,63.97962,chirps-v2.0.2021.04.tif
2021-04-01,2021,4,Marsabit,29.19373,chirps-v2.0.2021.04.tif
2021-04-01,2021,4,Meru,77.90415,chirps-v2.0.2021.04.tif
2021-04-01,2021,4,Narok,80.00834,chirps-v2.0.2021.04.tif
2021-04-01,2021,4,Nyeri,77.02298,chirps-v2.0.2021.04.tif
2021-04-01,2021,4,Samburu,21.141624,chirps-v2.0.2021.04.tif
2021-04-01,2021,4,Taita Taveta,51.638382,chirps-v2.0.2021.04.tif
2021-04-01,2021,4,Tana River,20.866224,chirps-v2.0.2021.04.tif
2021-04-01,2021,4,Tharaka Nithi,84.07727,chirps-v2.0.2021.04.tif
2021-04-01,2021,4,Turkana,19.026512,chirps-v2.0.2021.04.tif
2021-04-01,2021,4,Wajir,52.96052,chirps-v2.0.2021.04.tif
2021-04-01,2021,4,West Pokot,41.611553,chirps-v2.0.2021.04.tif
2021-05-01,2021,5,Baringo,96.53619,chirps-v2.0.2021.05.tif
2021-05-01,2021,5,Embu,68.31214,chirps-v2.0.2021.05.tif
2021-05-01,2021,5,Garissa,10.367426,chirps-v2.0.2021.05.tif
2021-05-01,2021,5,Isiolo,6.392848,chirps-v2.0.2021.05.tif
2021-05-01,2021,5,Kajiado,41.273846,chirps-v2.0.2021.05.tif
2021-05-01,2021,5,Kilifi,51.015965,chirps-v2.0.2021.05.tif
2021-05-01,2021,5,Kitui,28.556772,chirps-v2.0.2021.05.tif
2021-05-01,2021,5,Kwale,77.26655,chirps-v2.0.2021.05.tif
2021-05-01,2021,5,Laikipia,74.4783,chirps-v2.0.2021.05.tif
2021-05-01,2021,5,Lamu,28.479988,chirps-v2.0.2021.05.tif
2021-05-01,2021,5,Makueni,25.01418,chirps-v2.0.2021.05.tif
2021-05-01,2021,5,Mandera,16.286316,chirps-v2.0.2021.05.tif
2021-05-01,2021,5,Marsabit,25.133204,chirps-v2.0.2021.05.tif
2021-05-01,2021,5,Meru,78.72757,chirps-v2.0.2021.05.tif
2021-05-01,2021,5,Narok,77.09121,chirps-v2.0.2021.05.tif
2021-05-01,2021,5,Nyeri,126.503365,chirps-v2.0.2021.05.tif
2021-05-01,2021,5,Samburu,40.381138,chirps-v2.0.2021.05.tif
2021-05-01,2021,5,Taita Taveta,26.854383,chirps-v2.0.2021.05.tif
2021-05-01,2021,5,Tana River,8.1752,chirps-v2.0.2021.05.tif
2021-05-01,2021,5,Tharaka Nithi,66.67506,chirps-v2.0.2021.05.tif
2021-05-01,2021,5,Turkana,25.864769,chirps-v2.0.2021.05.tif
2021-05-01,2021,5,Wajir,12.620722,chirps-v2.0.2021.05.tif
2021-05-01,2021,5,West Pokot,80.94874,chirps-v2.0.2021.05.tif
2021-06-01,2021,6,Baringo,29.043015,chirps-v2.0.2021.06.tif
2021-06-01,2021,6,Embu,2.7308848,chirps-v2.0.2021.06.tif
2021-06-01,2021,6,Garissa,7.7101912,chirps-v2.0.2021.06.tif
2021-06-01,2021,6,Isiolo,0.21956387,chirps-v2.0.2021.06.tif
2021-06-01,2021,6,Kajiado,1.6658367,chirps-v2.0.2021.06.tif
2021-06-01,2021,6,Kilifi,31.775717,chirps-v2.0.2021.06.tif
2021-06-01,2021,6,Kitui,1.5789114,chirps-v2.0.2021.06.tif
2021-06-01,2021,6,Kwale,25.873672,chirps-v2.0.2021.06.tif
2021-06-01,2021,6,Laikipia,10.902432,chirps-v2.0.2021.06.tif
2021-06-01,2021,6,Lamu,40.175186,chirps-v2.0.2021.06.tif
2021-06-01,2021,6,Makueni,1.3389118,chirps-v2.0.2021.06.tif
2021-06-01,2021,6,Mandera,1.005475,chirps-v2.0.2021.06.tif
2021-06-01,2021,6,Marsabit,1.5479752,chirps-v2.0.2021.06.tif
2021-06-01,2021,6,Meru,2.8676302,chirps-v2.0.2021.06.tif
2021-06-01,2021,6,Narok,20.283321,chirps-v2.0.2021.06.tif
2021-06-01,2021,6,Nyeri,11.621278,chirps-v2.0.2021.06.tif
2021-06-01,2021,6,Samburu,5.553769,chirps-v2.0.2021.06.tif
2021-06-01,2021,6,Taita Taveta,5.2374244,chirps-v2.0.2021.06.tif
2021-06-01,2021,6,Tana River,7.4158454,chirps-v2.0.2021.06.tif
2021-06-01,2021,6,Tharaka Nithi,1.8810892,chirps-v2.0.2021.06.tif
2021-06-01,2021,6,Turkana,4.8360434,chirps-v2.0.2021.06.tif
2021-06-01,2021,6,Wajir,1.1723642,chirps-v2.0.2021.06.tif
2021-06-01,2021,6,West Pokot,23.453403,chirps-v2.0.2021.06.tif
2021-07-01,2021,7,Baringo,42.782406,chirps-v2.0.2021.07.tif
