county,month,county_beans_price_per_kg,county_maize_price_per_kg,county_rice_price_per_kg,county_staple_price_per_kg,county_price_available,county_staple_items_available,county_maize_price_per_kg_3_month_avg,county_maize_price_per_kg_6_month_avg,county_beans_price_per_kg_3_month_avg,county_beans_price_per_kg_6_month_avg,county_rice_price_per_kg_3_month_avg,county_rice_price_per_kg_6_month_avg,county_staple_price_per_kg_3_month_avg,county_staple_price_per_kg_6_month_avg
Baringo,2017-07-01,118.0,58.0,,88.0,1,2,70.66666666666667,63.833333333333336,128.33333333333334,123.0,,,99.5,93.41666666666667
Baringo,2017-08-01,120.0,52.0,,86.0,1,2,63.666666666666664,63.833333333333336,122.33333333333333,124.33333333333333,,,93.0,94.08333333333333
Baringo,2017-09-01,104.0,53.0,,78.5,1,2,54.333333333333336,63.166666666666664,114.0,122.66666666666667,,,84.16666666666667,92.91666666666667
Baringo,2017-10-01,108.0,53.0,,80.5,1,2,52.666666666666664,61.666666666666664,110.66666666666667,119.5,,,81.66666666666667,90.58333333333333
Baringo,2017-11-01,121.0,50.0,,85.5,1,2,52.0,57.833333333333336,111.0,116.66666666666667,,,81.5,87.25
Baringo,2017-12-01,120.0,48.0,,84.0,1,2,50.333333333333336,52.333333333333336,116.33333333333333,115.16666666666667,,,83.33333333333333,83.75
Baringo,2018-01-01,106.0,52.0,,79.0,1,2,50.0,51.333333333333336,115.66666666666667,113.16666666666667,,,82.83333333333333,82.25
Baringo,2018-02-01,111.0,53.0,,82.0,1,2,51.0,51.5,112.33333333333333,111.66666666666667,,,81.66666666666667,81.58333333333333
Baringo,2018-03-01,112.0,52.0,,82.0,1,2,52.333333333333336,51.333333333333336,109.66666666666667,113.0,,,81.0,82.16666666666667
Baringo,2018-04-01,113.0,43.0,,78.0,1,2,49.333333333333336,49.666666666666664,112.0,113.83333333333333,,,80.66666666666667,81.75
Baringo,2018-05-01,105.0,44.0,,74.5,1,2,46.333333333333336,48.666666666666664,110.0,111.16666666666667,,,78.16666666666667,79.91666666666667
Baringo,2018-06-01,108.0,40.0,,74.0,1,2,42.333333333333336,47.333333333333336,108.66666666666667,109.16666666666667,,,75.5,78.25
Baringo,2018-07-01,98.0,42.0,,70.0,1,2,42.0,45.666666666666664,103.66666666666667,107.83333333333333,,,72.83333333333333,76.75
Baringo,2018-08-01,100.0,38.0,,69.0,1,2,40.0,43.166666666666664,102.0,106.0,,,71.0,74.58333333333333
Baringo,2018-09-01,103.0,36.0,,69.5,1,2,38.666666666666664,40.5,100.33333333333333,104.5,,,69.5,72.5
Baringo,2018-10-01,103.0,33.0,,68.0,1,2,35.666666666666664,38.833333333333336,102.0,102.83333333333333,,,68.83333333333333,70.83333333333333
Baringo,2018-11-01,105.0,35.0,,70.0,1,2,34.666666666666664,37.333333333333336,103.66666666666667,102.83333333333333,,,69.16666666666667,70.08333333333333
Baringo,2018-12-01,107.0,36.0,,71.5,1,2,34.666666666666664,36.666666666666664,105.0,102.66666666666667,,,69.83333333333333,69.66666666666667
Baringo,2019-01-01,109.0,,,109.0,1,1,35.5,35.6,107.0,104.5,,,83.5,76.16666666666667
Baringo,2019-02-01,111.0,,,111.0,1,1,36.0,35.0,109.0,106.33333333333333,,,97.16666666666667,83.16666666666667
Baringo,2019-03-01,111.0,,,111.0,1,1,,34.666666666666664,110.33333333333333,107.66666666666667,,,110.33333333333333,90.08333333333333
Baringo,2019-04-01,117.0,44.0,,80.5,1,2,44.0,38.333333333333336,113.0,110.0,,,100.83333333333333,92.16666666666667
Baringo,2019-05-01,105.0,52.0,,78.5,1,2,48.0,44.0,111.0,110.0,,,90.0,93.58333333333333
Baringo,2019-06-01,121.0,51.0,,86.0,1,2,49.0,49.0,114.33333333333333,112.33333333333333,,,81.66666666666667,96.0
Baringo,2019-07-01,139.2,55.7,,97.44999999999999,1,2,52.9,50.675,121.73333333333333,117.36666666666667,,,87.31666666666666,94.075
Baringo,2019-08-01,126.3,54.6,,90.45,1,2,53.76666666666667,51.46,128.83333333333334,119.91666666666667,,,91.3,90.64999999999999
Baringo,2019-09-01,113.0,46.5,,79.75,1,2,52.26666666666667,50.63333333333333,126.16666666666667,120.25,,,89.21666666666665,85.44166666666666
Baringo,2019-10-01,109.0,44.0,,76.5,1,2,48.36666666666667,50.63333333333333,116.10000000000001,118.91666666666667,,,82.23333333333333,84.77499999999999
Baringo,2019-11-01,108.0,44.0,,76.0,1,2,44.833333333333336,49.300000000000004,110.0,119.41666666666667,,,77.41666666666667,84.35833333333333
Baringo,2019-12-01,115.0,46.0,,80.5,1,2,44.666666666666664,48.46666666666667,110.66666666666667,118.41666666666667,,,77.66666666666667,83.44166666666666
Baringo,2020-01-01,124.0,46.0,,85.0,1,2,45.333333333333336,46.85,115.66666666666667,115.88333333333333,,,80.5,81.36666666666666
Baringo,2020-02-01,111.0,47.3,,79.15,1,2,46.43333333333334,45.63333333333333,116.66666666666667,113.33333333333333,,,81.55000000000001,79.48333333333333
Baringo,2020-03-01,114.2,48.5,,81.35,1,2,47.26666666666667,45.96666666666667,116.39999999999999,113.53333333333335,,,81.83333333333333,79.75
Baringo,2020-04-01,121.51,51.7,,86.605,1,2,49.166666666666664,47.25,115.57,115.61833333333334,,,82.36833333333334,81.43416666666667
Baringo,2020-05-01,125.2,52.0,,88.6,1,2,50.73333333333333,48.583333333333336,120.30333333333333,118.485,,,85.51833333333332,83.53416666666668
Baringo,2020-06-01,131.9,51.0,,91.45,1,2,51.56666666666666,49.416666666666664,126.20333333333333,121.30166666666666,,,88.885,85.35916666666667
Baringo,2020-07-01,126.0,47.0,,86.5,1,2,50.0,49.583333333333336,127.7,121.63499999999999,,,88.85000000000001,85.60916666666667
Baringo,2020-08-01,120.0,41.0,,80.5,1,2,46.333333333333336,48.53333333333333,125.96666666666665,123.13499999999999,,,86.14999999999999,85.83416666666666
Baringo,2020-09-01,107.0,39.0,,73.0,1,2,42.333333333333336,46.949999999999996,117.66666666666667,121.93499999999999,,,80.0,84.44250000000001
Baringo,2020-10-01,114.0,39.0,,76.5,1,2,39.666666666666664,44.833333333333336,113.66666666666667,120.68333333333332,,,76.66666666666667,82.75833333333334
Baringo,2020-11-01,117.0,39.0,,78.0,1,2,39.0,42.666666666666664,112.66666666666667,119.31666666666668,,,75.83333333333333,80.99166666666667
Baringo,2020-12-01,114.0,40.0,,77.0,1,2,39.333333333333336,40.833333333333336,115.0,116.33333333333333,,,77.16666666666667,78.58333333333333
Baringo,2021-01-01,95.22,27.0,100.0,74.07333333333334,1,3,35.333333333333336,37.5,108.74000000000001,111.20333333333332,100.0,100.0,76.35777777777778,76.51222222222222
Baringo,2021-02-01,100.0,,100.0,100.0,1,2,33.5,36.8,103.07333333333334,107.87,100.0,100.0,83.69111111111111,79.76222222222222
Baringo,2021-03-01,100.33333333333334,28.0,100.0,76.11111111111111,1,3,27.5,34.6,98.51777777777778,106.7588888888889,100.0,100.0,83.39481481481481,80.28074074074074
Baringo,2021-04-01,100.62592592592593,29.75,100.0,76.79197530864197,1,3,28.875,32.75,100.31975308641977,104.52987654320987,100.0,100.0,84.30102880658437,80.32940329218107
Baringo,2021-05-01,99.58333333333333,31.0,100.0,76.8611111111111,1,3,29.583333333333332,31.15,100.18086419753087,101.6270987654321,100.0,100.0,76.5880658436214,80.13958847736625
Baringo,2021-06-01,103.75,31.9,100.0,78.55,1,3,30.883333333333336,29.529999999999994,101.31975308641977,99.91876543209877,100.0,100.0,77.40102880658435,80.39792181069959
Baringo,2021-07-01,103.33333333333333,32.5,92.5,76.1111111111111,1,3,31.8,30.629999999999995,102.22222222222223,101.27098765432099,97.5,98.75,77.17407407407407,80.73755144032921
Baringo,2021-08-01,90.0,35.0,100.0,75.0,1,3,33.13333333333333,31.35833333333333,99.02777777777777,99.60432098765432,97.5,98.75,76.5537037037037,76.57088477366254
Baringo,2021-09-01,97.5,30.0,100.0,75.83333333333333,1,3,32.5,31.691666666666663,96.94444444444444,99.13209876543209,97.5,98.75,75.64814814814814,76.52458847736624
Baringo,2021-10-01,97.96944444444445,30.0,100.0,75.9898148148148,1,3,31.666666666666668,31.73333333333333,95.15648148148148,98.68935185185187,100.0,98.75,75.60771604938272,76.39089506172839
Baringo,2021-11-01,91.66666666666667,30.0,100.0,73.8888888888889,1,3,30.0,31.566666666666663,95.71203703703704,97.36990740740741,100.0,98.75,75.23734567901234,75.89552469135802
Baringo,2021-12-01,90.75,30.0,106.66,75.80333333333333,1,3,30.0,31.25,93.46203703703704,95.20324074074074,102.21999999999998,99.86,75.22734567901234,75.43774691358024
